mo_id,case_id,target_type,target_value,time_window,day_or_night,duration,entry_method,approach_method,tool_type,weapon_or_tool_refs,vehicle_type,transport_pattern,concealment_indicators,action_sequence,victim_interaction,escape_method,route_indicators,team_size,role_structure,targeted_property_category,mo_embedding,synthetic_demo_record
MO_0856,856,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""spoof_official_bank_helpline"", ""contact_target_victim"", ""induce_panic_regarding_account_block"", ""extract_otp_and_credentials"", ""initiate_unauthorized_fund_transfer"", ""layer_funds_across_mule_accounts""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,4,Leader + Operatives + Fencer,CYBER_FRAUD_CALL_CENTER,,True
MO_0857,857,Commercial Entity,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""identify_prominent_local_trader"", ""send_covert_intimidation_message"", ""demand_recurring_protection_money"", ""specify_hawala_or_cash_drop"", ""verify_fund_receipt_via_courier""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,4,Leader + Operatives + Fencer,EXTORTION_RACKET,,True
MO_0858,858,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""procure_contraband_consignment"", ""conceal_in_commercial_cargo"", ""transport_via_interstate_transport"", ""drop_at_designated_transit_point"", ""handoff_to_local_distributor""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,NARCOTICS_COURIER_NETWORK,,True
MO_0859,859,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""observe_target_vehicle"", ""approach_with_master_key_or_device"", ""disable_security_tracker"", ""steal_and_drive_away"", ""replace_plate_number"", ""transport_to_outstation_warehouse""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,VEHICLE_THEFT_RING,,True
MO_0860,860,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""inspect_unattended_kiosk"", ""attach_skimmer_overlay"", ""install_pinhole_camera"", ""harvest_magnetic_stripe_data"", ""encode_cloned_cards"", ""execute_unauthorized_withdrawals""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,ATM_CARD_SKIMMING,,True
MO_0861,861,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""survey_pedestrian_victim"", ""approach_on_unidentified_motorcycle"", ""pillion_rider_snatches_valuable"", ""accelerate_through_narrow_by-lanes"", ""deliver_loot_to_fencer""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,4,Leader + Operatives + Fencer,CHAIN_SNATCHING,,True
MO_0862,862,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""spoof_official_bank_helpline"", ""contact_target_victim"", ""induce_panic_regarding_account_block"", ""extract_otp_and_credentials"", ""initiate_unauthorized_fund_transfer"", ""layer_funds_across_mule_accounts""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,CYBER_FRAUD_CALL_CENTER,,True
MO_0863,863,Commercial Entity,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""identify_prominent_local_trader"", ""send_covert_intimidation_message"", ""demand_recurring_protection_money"", ""specify_hawala_or_cash_drop"", ""verify_fund_receipt_via_courier""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,4,Leader + Operatives + Fencer,EXTORTION_RACKET,,True
MO_0864,864,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""procure_contraband_consignment"", ""conceal_in_commercial_cargo"", ""transport_via_interstate_transport"", ""drop_at_designated_transit_point"", ""handoff_to_local_distributor""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,NARCOTICS_COURIER_NETWORK,,True
MO_0865,865,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""observe_target_vehicle"", ""approach_with_master_key_or_device"", ""disable_security_tracker"", ""steal_and_drive_away"", ""replace_plate_number"", ""transport_to_outstation_warehouse""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,VEHICLE_THEFT_RING,,True
MO_0866,866,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""inspect_unattended_kiosk"", ""attach_skimmer_overlay"", ""install_pinhole_camera"", ""harvest_magnetic_stripe_data"", ""encode_cloned_cards"", ""execute_unauthorized_withdrawals""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,ATM_CARD_SKIMMING,,True
MO_0867,867,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""survey_pedestrian_victim"", ""approach_on_unidentified_motorcycle"", ""pillion_rider_snatches_valuable"", ""accelerate_through_narrow_by-lanes"", ""deliver_loot_to_fencer""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,CHAIN_SNATCHING,,True
MO_0868,868,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""spoof_official_bank_helpline"", ""contact_target_victim"", ""induce_panic_regarding_account_block"", ""extract_otp_and_credentials"", ""initiate_unauthorized_fund_transfer"", ""layer_funds_across_mule_accounts""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,CYBER_FRAUD_CALL_CENTER,,True
MO_0869,869,Commercial Entity,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""identify_prominent_local_trader"", ""send_covert_intimidation_message"", ""demand_recurring_protection_money"", ""specify_hawala_or_cash_drop"", ""verify_fund_receipt_via_courier""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,EXTORTION_RACKET,,True
MO_0870,870,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""procure_contraband_consignment"", ""conceal_in_commercial_cargo"", ""transport_via_interstate_transport"", ""drop_at_designated_transit_point"", ""handoff_to_local_distributor""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,NARCOTICS_COURIER_NETWORK,,True
MO_0871,871,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""observe_target_vehicle"", ""approach_with_master_key_or_device"", ""disable_security_tracker"", ""steal_and_drive_away"", ""replace_plate_number"", ""transport_to_outstation_warehouse""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,VEHICLE_THEFT_RING,,True
MO_0872,872,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""inspect_unattended_kiosk"", ""attach_skimmer_overlay"", ""install_pinhole_camera"", ""harvest_magnetic_stripe_data"", ""encode_cloned_cards"", ""execute_unauthorized_withdrawals""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,ATM_CARD_SKIMMING,,True
MO_0873,873,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""survey_pedestrian_victim"", ""approach_on_unidentified_motorcycle"", ""pillion_rider_snatches_valuable"", ""accelerate_through_narrow_by-lanes"", ""deliver_loot_to_fencer""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,CHAIN_SNATCHING,,True
MO_0874,874,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""spoof_official_bank_helpline"", ""contact_target_victim"", ""induce_panic_regarding_account_block"", ""extract_otp_and_credentials"", ""initiate_unauthorized_fund_transfer"", ""layer_funds_across_mule_accounts""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,CYBER_FRAUD_CALL_CENTER,,True
MO_0875,875,Commercial Entity,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""identify_prominent_local_trader"", ""send_covert_intimidation_message"", ""demand_recurring_protection_money"", ""specify_hawala_or_cash_drop"", ""verify_fund_receipt_via_courier""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,EXTORTION_RACKET,,True
MO_0876,876,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""procure_contraband_consignment"", ""conceal_in_commercial_cargo"", ""transport_via_interstate_transport"", ""drop_at_designated_transit_point"", ""handoff_to_local_distributor""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,NARCOTICS_COURIER_NETWORK,,True
MO_0877,877,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""observe_target_vehicle"", ""approach_with_master_key_or_device"", ""disable_security_tracker"", ""steal_and_drive_away"", ""replace_plate_number"", ""transport_to_outstation_warehouse""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,4,Leader + Operatives + Fencer,VEHICLE_THEFT_RING,,True
MO_0878,878,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""inspect_unattended_kiosk"", ""attach_skimmer_overlay"", ""install_pinhole_camera"", ""harvest_magnetic_stripe_data"", ""encode_cloned_cards"", ""execute_unauthorized_withdrawals""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,ATM_CARD_SKIMMING,,True
MO_0879,879,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""survey_pedestrian_victim"", ""approach_on_unidentified_motorcycle"", ""pillion_rider_snatches_valuable"", ""accelerate_through_narrow_by-lanes"", ""deliver_loot_to_fencer""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,CHAIN_SNATCHING,,True
MO_0880,880,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""spoof_official_bank_helpline"", ""contact_target_victim"", ""induce_panic_regarding_account_block"", ""extract_otp_and_credentials"", ""initiate_unauthorized_fund_transfer"", ""layer_funds_across_mule_accounts""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,4,Leader + Operatives + Fencer,CYBER_FRAUD_CALL_CENTER,,True
MO_0881,881,Commercial Entity,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""identify_prominent_local_trader"", ""send_covert_intimidation_message"", ""demand_recurring_protection_money"", ""specify_hawala_or_cash_drop"", ""verify_fund_receipt_via_courier""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,EXTORTION_RACKET,,True
MO_0882,882,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""procure_contraband_consignment"", ""conceal_in_commercial_cargo"", ""transport_via_interstate_transport"", ""drop_at_designated_transit_point"", ""handoff_to_local_distributor""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,NARCOTICS_COURIER_NETWORK,,True
MO_0883,883,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""observe_target_vehicle"", ""approach_with_master_key_or_device"", ""disable_security_tracker"", ""steal_and_drive_away"", ""replace_plate_number"", ""transport_to_outstation_warehouse""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,VEHICLE_THEFT_RING,,True
MO_0884,884,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""inspect_unattended_kiosk"", ""attach_skimmer_overlay"", ""install_pinhole_camera"", ""harvest_magnetic_stripe_data"", ""encode_cloned_cards"", ""execute_unauthorized_withdrawals""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,ATM_CARD_SKIMMING,,True
MO_0885,885,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""survey_pedestrian_victim"", ""approach_on_unidentified_motorcycle"", ""pillion_rider_snatches_valuable"", ""accelerate_through_narrow_by-lanes"", ""deliver_loot_to_fencer""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,CHAIN_SNATCHING,,True
MO_0886,886,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""spoof_official_bank_helpline"", ""contact_target_victim"", ""induce_panic_regarding_account_block"", ""extract_otp_and_credentials"", ""initiate_unauthorized_fund_transfer"", ""layer_funds_across_mule_accounts""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,CYBER_FRAUD_CALL_CENTER,,True
MO_0887,887,Commercial Entity,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""identify_prominent_local_trader"", ""send_covert_intimidation_message"", ""demand_recurring_protection_money"", ""specify_hawala_or_cash_drop"", ""verify_fund_receipt_via_courier""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,EXTORTION_RACKET,,True
MO_0888,888,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""procure_contraband_consignment"", ""conceal_in_commercial_cargo"", ""transport_via_interstate_transport"", ""drop_at_designated_transit_point"", ""handoff_to_local_distributor""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,NARCOTICS_COURIER_NETWORK,,True
MO_0889,889,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""observe_target_vehicle"", ""approach_with_master_key_or_device"", ""disable_security_tracker"", ""steal_and_drive_away"", ""replace_plate_number"", ""transport_to_outstation_warehouse""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,VEHICLE_THEFT_RING,,True
MO_0890,890,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""inspect_unattended_kiosk"", ""attach_skimmer_overlay"", ""install_pinhole_camera"", ""harvest_magnetic_stripe_data"", ""encode_cloned_cards"", ""execute_unauthorized_withdrawals""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,ATM_CARD_SKIMMING,,True
MO_0891,891,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""survey_pedestrian_victim"", ""approach_on_unidentified_motorcycle"", ""pillion_rider_snatches_valuable"", ""accelerate_through_narrow_by-lanes"", ""deliver_loot_to_fencer""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,CHAIN_SNATCHING,,True
MO_0892,892,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""spoof_official_bank_helpline"", ""contact_target_victim"", ""induce_panic_regarding_account_block"", ""extract_otp_and_credentials"", ""initiate_unauthorized_fund_transfer"", ""layer_funds_across_mule_accounts""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,4,Leader + Operatives + Fencer,CYBER_FRAUD_CALL_CENTER,,True
MO_0893,893,Commercial Entity,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""identify_prominent_local_trader"", ""send_covert_intimidation_message"", ""demand_recurring_protection_money"", ""specify_hawala_or_cash_drop"", ""verify_fund_receipt_via_courier""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,EXTORTION_RACKET,,True
MO_0894,894,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""procure_contraband_consignment"", ""conceal_in_commercial_cargo"", ""transport_via_interstate_transport"", ""drop_at_designated_transit_point"", ""handoff_to_local_distributor""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,NARCOTICS_COURIER_NETWORK,,True
MO_0895,895,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""observe_target_vehicle"", ""approach_with_master_key_or_device"", ""disable_security_tracker"", ""steal_and_drive_away"", ""replace_plate_number"", ""transport_to_outstation_warehouse""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,VEHICLE_THEFT_RING,,True
MO_0896,896,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""inspect_unattended_kiosk"", ""attach_skimmer_overlay"", ""install_pinhole_camera"", ""harvest_magnetic_stripe_data"", ""encode_cloned_cards"", ""execute_unauthorized_withdrawals""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,2,Leader + Operatives + Fencer,ATM_CARD_SKIMMING,,True
MO_0897,897,Individual / Asset,High Value Property,Late Night,Night,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""survey_pedestrian_victim"", ""approach_on_unidentified_motorcycle"", ""pillion_rider_snatches_valuable"", ""accelerate_through_narrow_by-lanes"", ""deliver_loot_to_fencer""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,5,Leader + Operatives + Fencer,CHAIN_SNATCHING,,True
MO_0898,898,Individual / Asset,High Value Property,Daylight Hours,Day,15-30 Minutes,Forced Entry / Interception,Two-Wheeler / Reconnaissance,Master Key / Overlay Device / Spoofed VoIP,Sharp Implement / Electronics,Two-Wheeler / Light Commercial Vehicle,Rapid Escape via By-Lanes,Fake Plate / Encrypted Voice,"[""spoof_official_bank_helpline"", ""contact_target_victim"", ""induce_panic_regarding_account_block"", ""extract_otp_and_credentials"", ""initiate_unauthorized_fund_transfer"", ""layer_funds_across_mule_accounts""]",Intimidation / Distraction / Coercion,Unidentified Transit Route,Arterial Highway Link,3,Leader + Operatives + Fencer,CYBER_FRAUD_CALL_CENTER,,True
